Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
"nayak, lad and purohit iure ultra lighting 6","nayak, lad",13271.79,4.4,7666,7052,1178,home,lighting,35,mobilehub,True
"raja, raja and iyer autem pro t-shirts 3","raja, raja",1249.74,4.2,5889,4785,2252,fashion,t-shirts,25,homecare solutions,True
"sandhu, ramakrishnan and handa atque ultra laptops 1","sandhu, ramakrishnan",114583.23,4.0,4900,9732,2542,electronics,laptops,50,cloudtail india,True
"sanghvi, chanda and bhardwaj ipsa plus laptops 7","sanghvi, chanda",31821.93,4.6,979,7803,729,electronics,laptops,29,flipkart assured,True
"randhawa, wason and kadakia asperiores lite smartwatches 14","randhawa, wason",3404.56,3.2,1314,7109,410,electronics,smartwatches,0,mobilehub,True
"doshi, kumar and lad vel ultra jeans 1","doshi, kumar",11132.3,4.3,7840,3819,779,fashion,jeans,15,supercomnet,True
"sami, arya and basu eaque ultra washing machines 6","sami, arya",30074.14,4.5,2341,8710,2934,appliances,washing machines,16,mobilehub,True
gaba inc ea plus smartwatches 11,gaba inc,25134.78,4.0,589,2935,1269,electronics,smartwatches,42,fashionplus,True
batta llc consequatur pro laptops 1,batta llc,25110.43,4.6,8227,2979,1039,electronics,laptops,59,homecare solutions,True
ramachandran-mannan adipisci plus microwaves 6,ramachandran-mannan adipisci,47450.9,3.6,3945,5199,1336,appliances,microwaves,36,mobilehub,True
sood group ipsa pro kitchenware 12,sood group,37767.94,4.8,5687,3138,569,home,kitchenware,0,homecare solutions,True
issac-bakshi sunt ultra jeans 11,issac-bakshi sunt,46541.44,3.2,4501,4907,2418,fashion,jeans,31,fashionplus,True
nadkarni and sons illum lite refrigerators 9,nadkarni and,14733.7,3.7,4265,2309,876,appliances,refrigerators,49,retailnet,True
divan-wadhwa voluptatibus plus decor 15,divan-wadhwa voluptatibus,49019.01,4.2,963,7762,2932,home,decor,34,fashionplus,True
narang group alias plus acs 10,narang group,18201.11,4.2,7007,8969,3986,appliances,acs,45,mobilehub,True
chana-nair fugiat ultra dresses 9,chana-nair fugiat,41741.81,4.8,4358,4619,1376,fashion,dresses,0,retailnet,True
joshi and sons odit plus kitchenware 4,joshi and,7149.0,3.2,3894,3677,1469,home,kitchenware,53,mobilehub,True
"swamy, ganguly and lala eaque pro dresses 7","swamy, ganguly",43229.91,3.2,5987,7486,2372,fashion,dresses,39,supercomnet,True
"maharaj, kothari and bali enim lite microwaves 8","maharaj, kothari",30748.08,3.5,1716,7648,280,appliances,microwaves,66,cloudtail india,True
"sahota, vora and parsa fugiat pro dresses 4","sahota, vora",23075.78,3.7,1315,2416,490,fashion,dresses,67,homecare solutions,True
manda ltd eos pro lighting 8,manda ltd,30931.73,4.7,5390,2485,385,home,lighting,63,supercomnet,True
"dutt, garde and khalsa sint pro shoes 8","dutt, garde",23375.53,3.7,3889,4049,284,fashion,shoes,0,mobilehub,True
oak-badami nesciunt pro shoes 1,oak-badami nesciunt,25844.75,4.8,1632,9919,2547,fashion,shoes,0,electroworld,True
ben-chandran cum ultra dresses 1,ben-chandran cum,38966.22,3.2,9873,9014,3539,fashion,dresses,33,electroworld,True
"kapoor, reddy and pradhan libero lite acs 14","kapoor, reddy",31920.81,4.9,1727,3308,318,appliances,acs,65,retailnet,True
sachdeva-oak ratione plus smartwatches 9,sachdeva-oak ratione,48777.41,3.3,5120,2519,448,electronics,smartwatches,0,electroworld,True
chopra-wali molestias plus headphones 3,chopra-wali molestias,5219.55,4.5,9414,7451,2139,electronics,headphones,0,fashionplus,True
"dhaliwal, munshi and tandon atque ultra t-shirts 15","dhaliwal, munshi",939.69,4.2,2742,4145,1262,fashion,t-shirts,67,retailnet,True
mandal-som asperiores lite washing machines 7,mandal-som asperiores,47655.43,3.5,5353,786,7,appliances,washing machines,16,flipkart assured,True
kara-majumdar adipisci ultra microwaves 6,kara-majumdar adipisci,32478.66,4.0,5283,5204,365,appliances,microwaves,0,cloudtail india,True
"gour, brahmbhatt and sama iusto lite decor 6","gour, brahmbhatt",11074.22,4.3,3190,7708,2350,home,decor,0,homecare solutions,True
saraf group cupiditate pro shoes 8,saraf group,15404.2,4.7,1412,2990,181,fashion,shoes,28,flipkart assured,True
"sangha, choudhary and suresh assumenda plus furniture 10","sangha, choudhary",35632.54,3.6,5017,8208,4034,home,furniture,32,electroworld,True
kanda-muni quia pro laptops 1,kanda-muni quia,48652.0,5.0,2130,5513,1128,electronics,laptops,11,mobilehub,True
"nori, deo and ratta nihil plus decor 13","nori, deo",45139.33,4.3,4378,4366,304,home,decor,52,electroworld,True
"ahluwalia, mane and date iure ultra acs 15","ahluwalia, mane",22763.02,4.8,5309,3372,1396,appliances,acs,0,electroworld,True
"chatterjee, chauhan and agrawal assumenda pro smartwatches 15","chatterjee, chauhan",48671.93,3.9,8371,5652,2376,electronics,smartwatches,0,flipkart assured,True
pillay group voluptate ultra dresses 14,pillay group,12586.98,4.4,3095,4196,309,fashion,dresses,0,flipkart assured,True
majumdar-bala nulla lite smartwatches 15,majumdar-bala nulla,38257.45,4.5,1160,4212,272,electronics,smartwatches,0,flipkart assured,True
"walla, dani and balan consectetur plus decor 14","walla, dani",10141.73,4.4,9788,6021,1746,home,decor,18,mobilehub,True
agrawal ltd temporibus lite microwaves 8,agrawal ltd,16065.26,4.3,8327,1440,509,appliances,microwaves,0,homecare solutions,True
pandya-manne eaque pro decor 10,pandya-manne eaque,42874.17,4.1,5496,2113,394,home,decor,17,retailnet,True
handa plc nihil plus decor 7,handa plc,42398.03,4.6,4102,3460,1047,home,decor,40,supercomnet,True
"pathak, prabhakar and rattan officia plus washing machines 12","pathak, prabhakar",37064.54,4.8,3299,3133,284,appliances,washing machines,7,mobilehub,True
kashyap and sons quas plus jeans 7,kashyap and,5446.96,3.4,6170,3753,181,fashion,jeans,51,supercomnet,True
"kant, dua and hayre vero ultra dresses 3","kant, dua",34793.67,3.4,9036,4482,422,fashion,dresses,48,retailnet,True
kaul llc praesentium pro lighting 10,kaul llc,44099.88,4.8,9265,4016,1490,home,lighting,19,retailnet,True
de and sons deleniti lite refrigerators 8,de and,23019.64,5.0,2728,8441,3065,appliances,refrigerators,35,retailnet,True
purohit group libero ultra dresses 3,purohit group,34349.82,3.4,2360,4378,1662,fashion,dresses,0,fashionplus,True
"prakash, mukhopadhyay and koshy perferendis pro acs 4","prakash, mukhopadhyay",6469.65,3.0,2789,8950,4146,appliances,acs,45,electroworld,True
"dash, bhat and sule voluptate ultra shoes 15","dash, bhat",38636.76,3.6,7809,8341,4128,fashion,shoes,31,homecare solutions,True
"suri, raju and devi eos ultra refrigerators 2","suri, raju",36850.39,3.7,8648,2566,723,appliances,refrigerators,0,retailnet,True
oza-memon id lite headphones 4,oza-memon id,8768.7,4.3,8824,2534,240,electronics,headphones,6,retailnet,True
dixit-narang soluta pro smartphones 5,dixit-narang soluta,42941.06,4.3,1447,544,165,electronics,smartphones,0,mobilehub,True
"palan, dash and biswas illo pro refrigerators 14","palan, dash",54129.71,4.1,5727,7660,1071,appliances,refrigerators,68,retailnet,True
"som, guha and gade deserunt ultra headphones 13","som, guha",25571.74,4.6,9525,6307,410,electronics,headphones,0,flipkart assured,True
chada ltd corrupti lite headphones 2,chada ltd,13784.43,4.8,2668,6284,1308,electronics,headphones,42,homecare solutions,True
garg-minhas temporibus plus t-shirts 10,garg-minhas temporibus,1196.06,3.1,5587,8173,2027,fashion,t-shirts,28,retailnet,True
madan-keer voluptatem lite kitchenware 1,madan-keer voluptatem,34235.27,3.8,6516,2216,1005,home,kitchenware,10,homecare solutions,True
"bal, nath and dhar dolor lite kitchenware 9","bal, nath",36501.88,3.6,3844,362,75,home,kitchenware,69,mobilehub,True
butala inc culpa lite refrigerators 6,butala inc,69691.17,3.0,2660,4903,620,appliances,refrigerators,36,supercomnet,True
barad-gara nobis pro laptops 11,barad-gara nobis,99026.79,4.0,3585,2521,1058,electronics,laptops,50,supercomnet,True
rout ltd blanditiis pro washing machines 10,rout ltd,27213.91,4.7,6897,6402,1502,appliances,washing machines,52,mobilehub,True
dua-mohanty odit ultra jeans 2,dua-mohanty odit,24699.87,5.0,363,3200,56,fashion,jeans,0,retailnet,True
batta-raghavan perspiciatis ultra decor 11,batta-raghavan perspiciatis,8622.18,3.9,4913,9521,3456,home,decor,12,supercomnet,True
seshadri-mani quam plus decor 15,seshadri-mani quam,34663.77,4.2,9192,3949,1902,home,decor,65,cloudtail india,True
"pai, shukla and nath neque plus microwaves 7","pai, shukla",3934.33,4.3,5680,9421,1386,appliances,microwaves,52,flipkart assured,True
acharya-majumdar sed ultra kitchenware 4,acharya-majumdar sed,9842.87,3.5,8691,7774,1774,home,kitchenware,31,cloudtail india,True
deo-ray error plus acs 6,deo-ray error,42425.0,4.3,833,9406,1040,appliances,acs,59,retailnet,True
"virk, ganguly and johal sequi pro smartwatches 11","virk, ganguly",29368.03,4.4,1619,1324,279,electronics,smartwatches,46,cloudtail india,True
prashad inc dolor lite washing machines 15,prashad inc,45583.44,3.0,2225,234,90,appliances,washing machines,0,fashionplus,True
"mahal, dyal and jain error plus jeans 10","mahal, dyal",5088.58,3.7,4110,4879,1646,fashion,jeans,25,mobilehub,True
"dara, desai and jayaraman omnis pro headphones 15","dara, desai",48510.37,4.5,1560,8361,2605,electronics,headphones,53,homecare solutions,True
magar llc itaque plus lighting 5,magar llc,12998.06,4.0,5926,8115,1532,home,lighting,0,electroworld,True
parmer-ramachandran ipsa lite smartwatches 7,parmer-ramachandran ipsa,25184.73,3.2,2373,3213,222,electronics,smartwatches,0,electroworld,True
sawhney llc sequi pro shoes 7,sawhney llc,30034.69,3.3,8112,3219,993,fashion,shoes,10,fashionplus,True
sankar-malhotra enim lite smartphones 12,sankar-malhotra enim,81076.12,4.4,7363,5729,133,electronics,smartphones,21,mobilehub,True
char-chandra vero lite smartphones 5,char-chandra vero,121617.07,3.2,2913,2029,844,electronics,smartphones,0,homecare solutions,True
khosla-datta magni lite refrigerators 6,khosla-datta magni,23817.62,3.0,5074,3059,1238,appliances,refrigerators,0,retailnet,True
"sarma, goswami and swamy mollitia pro t-shirts 11","sarma, goswami",1298.88,4.4,2356,3121,199,fashion,t-shirts,25,retailnet,True
"mody, sachdeva and dugar atque pro microwaves 6","mody, sachdeva",27450.38,4.8,2300,4008,271,appliances,microwaves,24,homecare solutions,True
apte group id plus refrigerators 9,apte group,26308.09,3.4,7250,5945,2509,appliances,refrigerators,9,homecare solutions,True
kumer plc nobis pro jeans 4,kumer plc,3661.87,4.1,6632,9805,4127,fashion,jeans,19,fashionplus,True
warrior-dar quam lite headphones 3,warrior-dar quam,3141.64,3.4,5981,6387,923,electronics,headphones,0,retailnet,True
"virk, bail and sathe ab pro dresses 4","virk, bail",32962.69,4.4,5359,6673,1812,fashion,dresses,0,supercomnet,True
bumb-datta nesciunt plus t-shirts 9,bumb-datta nesciunt,828.48,3.7,9605,5885,264,fashion,t-shirts,0,supercomnet,True
uppal ltd culpa ultra decor 12,uppal ltd,280.1,4.8,3146,6970,3139,home,decor,70,electroworld,True
"kumer, hayre and bahri autem lite smartphones 7","kumer, hayre",78838.0,3.9,7159,9405,3178,electronics,smartphones,69,retailnet,True
khalsa ltd illum ultra headphones 15,khalsa ltd,32017.0,3.2,8501,1960,223,electronics,headphones,0,flipkart assured,True
ravel inc culpa pro furniture 14,ravel inc,9768.05,4.8,3850,8620,4153,home,furniture,51,electroworld,True
"master, chander and kumer consectetur pro t-shirts 4","master, chander",1625.3,4.1,2489,8832,1062,fashion,t-shirts,28,mobilehub,True
contractor ltd deserunt lite refrigerators 10,contractor ltd,28293.01,3.0,159,1206,117,appliances,refrigerators,9,flipkart assured,True
boase-guha ad plus decor 6,boase-guha ad,1891.24,4.1,2015,227,79,home,decor,57,cloudtail india,True
muni-saha enim lite decor 9,muni-saha enim,35911.3,4.4,8755,837,240,home,decor,48,electroworld,True
deshmukh-prakash dicta plus jeans 15,deshmukh-prakash dicta,20130.18,3.6,2805,1492,638,fashion,jeans,7,flipkart assured,True
viswanathan llc occaecati plus jeans 2,viswanathan llc,38343.31,3.8,7733,6471,1269,fashion,jeans,44,flipkart assured,True
"murthy, bedi and khare totam ultra washing machines 7","murthy, bedi",30134.43,4.5,8045,7708,2187,appliances,washing machines,20,retailnet,True
rama-nori enim ultra microwaves 2,rama-nori enim,46286.05,3.0,8438,3655,645,appliances,microwaves,7,flipkart assured,True
varkey group nihil pro t-shirts 3,varkey group,1200.1,4.3,3580,4389,2180,fashion,t-shirts,22,flipkart assured,True
chaudhari and sons omnis pro washing machines 13,chaudhari and,15283.58,3.5,413,5186,767,appliances,washing machines,25,supercomnet,True
"rattan, bahl and issac mollitia pro lighting 14","rattan, bahl",30191.68,3.7,4489,5932,242,home,lighting,35,cloudtail india,True
"mistry, dey and hans itaque pro smartwatches 6","mistry, dey",5176.75,3.8,8056,5560,2746,electronics,smartwatches,60,electroworld,True
"bhagat, ratti and raj architecto pro microwaves 6","bhagat, ratti",19994.58,3.9,9294,4695,1425,appliances,microwaves,27,mobilehub,True
patil-raju aperiam lite smartphones 8,patil-raju aperiam,56666.52,3.7,3458,254,57,electronics,smartphones,8,flipkart assured,True
"kari, rao and dada minima plus acs 3","kari, rao",11016.19,4.0,4254,3579,1410,appliances,acs,45,cloudtail india,True
muni inc perferendis lite refrigerators 2,muni inc,29171.73,4.5,4611,4581,559,appliances,refrigerators,0,retailnet,True
chander-bajaj eius lite headphones 1,chander-bajaj eius,43507.12,3.1,510,7045,362,electronics,headphones,19,supercomnet,True
sodhi and sons nihil ultra t-shirts 3,sodhi and,1159.47,4.5,5677,4877,2067,fashion,t-shirts,15,mobilehub,True
bail-sidhu quas ultra smartphones 5,bail-sidhu quas,9893.08,4.2,7914,5943,1321,electronics,smartphones,15,supercomnet,True
mane llc fugit ultra microwaves 7,mane llc,46625.93,3.7,6113,5279,1626,appliances,microwaves,57,flipkart assured,True
parmer-saini necessitatibus ultra acs 10,parmer-saini necessitatibus,28142.05,4.4,5318,9061,1980,appliances,acs,0,fashionplus,True
dugar plc blanditiis lite acs 14,dugar plc,48676.18,4.6,6517,7542,292,appliances,acs,29,flipkart assured,True
"sethi, varughese and sem officiis plus shoes 15","sethi, varughese",17016.38,3.5,6518,2393,214,fashion,shoes,36,cloudtail india,True
borra and sons nihil ultra decor 5,borra and,49188.97,4.8,904,7089,3420,home,decor,54,flipkart assured,True
ramaswamy-doctor reiciendis plus lighting 11,ramaswamy-doctor reiciendis,27971.85,4.5,5147,8173,3618,home,lighting,50,flipkart assured,True
shere plc nemo ultra t-shirts 2,shere plc,1776.39,3.6,9688,6865,529,fashion,t-shirts,0,cloudtail india,True
deep ltd deleniti plus refrigerators 3,deep ltd,75114.37,3.3,9782,9335,2422,appliances,refrigerators,0,homecare solutions,True
"sundaram, dass and dubey nisi ultra furniture 1","sundaram, dass",36379.83,4.4,1676,4272,1532,home,furniture,65,retailnet,True
"jhaveri, vala and nagi natus plus dresses 15","jhaveri, vala",9043.51,4.1,5159,9524,3413,fashion,dresses,25,electroworld,True
pandya llc corporis pro laptops 7,pandya llc,120104.66,4.7,2045,6581,2042,electronics,laptops,66,mobilehub,True
ramachandran ltd repellat pro t-shirts 9,ramachandran ltd,974.53,4.9,8517,2852,665,fashion,t-shirts,49,cloudtail india,True
lalla-rajan quidem plus microwaves 14,lalla-rajan quidem,14072.17,3.9,1757,9109,1492,appliances,microwaves,54,fashionplus,True
kulkarni ltd occaecati pro lighting 15,kulkarni ltd,40383.51,4.3,8095,9670,4310,home,lighting,45,cloudtail india,True
sahota inc earum pro headphones 8,sahota inc,36046.42,4.2,4127,3544,710,electronics,headphones,40,homecare solutions,True
"sabharwal, mander and sarkar porro plus smartphones 13","sabharwal, mander",125404.39,3.1,5520,1392,26,electronics,smartphones,9,fashionplus,True
tella-kaul corporis ultra smartphones 2,tella-kaul corporis,80917.45,4.6,5180,6417,2839,electronics,smartphones,0,electroworld,True
kapur and sons laudantium ultra smartphones 14,kapur and,84877.67,4.7,4024,1851,118,electronics,smartphones,20,flipkart assured,True
subramaniam ltd accusamus plus dresses 13,subramaniam ltd,43577.31,4.0,8877,9281,673,fashion,dresses,61,fashionplus,True
"wason, roy and gade eius pro t-shirts 5","wason, roy",298.53,5.0,5781,2766,495,fashion,t-shirts,0,mobilehub,True
tak-kalla vero pro shoes 5,tak-kalla vero,48341.36,3.8,6657,3598,372,fashion,shoes,0,electroworld,True
more group unde plus microwaves 3,more group,14268.08,3.5,7312,2842,506,appliances,microwaves,0,homecare solutions,True
dash group dicta pro decor 11,dash group,22604.02,4.8,4496,9608,2781,home,decor,0,electroworld,True
"jha, chada and pillai hic plus refrigerators 3","jha, chada",24978.64,3.5,4579,7381,2298,appliances,refrigerators,63,retailnet,True
ram-babu perspiciatis pro refrigerators 10,ram-babu perspiciatis,31291.46,3.1,401,4480,501,appliances,refrigerators,0,flipkart assured,True
anne group error ultra laptops 7,anne group,50569.16,3.8,4862,2804,584,electronics,laptops,30,cloudtail india,True
"sama, bhagat and agarwal tempore pro smartwatches 11","sama, bhagat",21032.0,4.1,4585,96,35,electronics,smartwatches,22,mobilehub,True
"dhawan, solanki and chand iusto ultra headphones 4","dhawan, solanki",12660.46,3.4,6551,6094,2938,electronics,headphones,19,fashionplus,True
hegde-kale quas pro lighting 12,hegde-kale quas,47151.03,3.6,6233,6281,3081,home,lighting,46,supercomnet,True
brahmbhatt ltd ad plus acs 3,brahmbhatt ltd,15649.28,4.8,9176,4664,893,appliances,acs,0,supercomnet,True
karan-sinha placeat lite t-shirts 15,karan-sinha placeat,977.45,4.7,7664,3657,1783,fashion,t-shirts,49,fashionplus,True
